"Asutuse registrikood";"Asutuse nimi";"Avaldusel märgitud asutuse maakond";"Tegevusala";"Tegevusala (EMTAK 2)";"Tegevusala (EMTAK 2 kood)";"Hüvitise saajate arv";"Sh hüvitise saajad, kes saanud hüvitist ühe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kahe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kolme kuu eest";"Hüvitiste brutosumma EUR";"Hüvitiste kogukulu EUR"
12745490;"Terranaut OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;"-";"-";"-";"-";1230,4;1646,28
12779632;"Piracon OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1230,12;1645,9
12744088;"OÜ Vaal Contemporary";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1229;1644,4
14343790;"Kontsertlavade Paigaldus OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1228,77;1644,09
80359442;"Mittetulundusühing Aarete Laegas";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1228,08;1643,18
12553000;"Lineparts OÜ";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1228;1643,06
11347942;"OÜ MAKROMIX";"Viljandi maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;"-";"-";"-";"-";1226,66;1641,27
11480457;"Sillaallika Osaühing";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;"-";"-";"-";"-";1226,57;1641,15
11365578;"Raamatukonn OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1226,29;1640,78
11212656;"Esmafor Invest OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1226,05;1640,45
12616284;"Lingua Harmonica OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1225,98;1640,36
11228841;"Siltau Systems Osaühing";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1225,35;1639,52
14622277;"Simpos Holding OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;1;0;1;0;1224,89;1638,9
14478567;"Ergwelt OÜ";"Jõgeva maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Metsamajandus ja metsavarumine";2;"-";"-";"-";"-";1223,99;1637,7
14670767;"Samela Hooldus OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;"-";"-";"-";"-";1222,69;1635,96
11530863;"OÜ Plekk-Liisu";"Harju maakond";"HARIDUS";"Haridus";85;"-";"-";"-";"-";1222,45;1635,64
10989466;"Osaühing Flor Ida";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1221,11;1633,84
12734925;"Joli OÜ";"Pärnu maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1221,11;1633,84
11464033;"OÜ SIVA AUTO";"Rapla maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1220;1632,36
11876899;"Heleline OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1219,56;1631,78
10351953;"OÜ RDOM-TT";"Tartu maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;"-";"-";"-";"-";1218;1629,68
12588911;"OÜ Almandin";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1218;1629,68
14694727;"TPOLJAKOVA ETIQUETTE OÜ";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;"-";"-";"-";"-";1218;1629,68
12958553;"Finesto OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Büroohaldus, büroode ja muu äritegevuse abitegevused";82;"-";"-";"-";"-";1216,62;1627,83
14565059;"PE School OÜ";"Harju maakond";"HARIDUS";"Haridus";85;"-";"-";"-";"-";1213,92;1624,22
10725483;"Levonti OÜ";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1212,55;1622,39
10450307;"osaühing Frisliko";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1212;1621,66
12901628;"Borg Kinnisvara OÜ";"Tartu maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1211;1620,32
14568833;"RuvDan Ehitus OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1210,24;1619,3
12182911;"Rimark OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1210,23;1619,29
14643405;"Illumination Team OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1209,65;1618,51
14296168;"YEGERS OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1209,41;1618,19
10690069;"Osaühing Leease";"Pärnu maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1209,24;1617,96
11488743;"Osaühing Esthetics";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;"-";"-";"-";"-";1209,02;1617,66
10497970;"DD Hambaravi OÜ";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;"-";"-";"-";"-";1208,81;1617,39
11379037;"OÜ Lind Mööbel";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;"-";"-";"-";"-";1208,05;1616,37
14481629;"Rehvidonline OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1206,91;1614,85
10130353;"osaühing Peep ja Iivo Transport";"Pärnu maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;2;2;0;0;1206,84;1614,75
12627750;"Küünepesa OÜ";"Ida-Viru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1206,69;1614,55
11542402;"OneWeb OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;4;4;0;0;1206,3;1614,03
12950385;"Raadius Inseneribüroo OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;"-";"-";"-";"-";1205,46;1612,9
11385285;"Ilmaportaal OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;"-";"-";"-";"-";1204,14;1611,14
11507914;"OÜ BÜROOMASSAAŽ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1203,85;1610,75
14168921;"Lia & V OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1202;1608,27
12288242;"Kolotsi Talu OÜ";"Võru maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;"-";"-";"-";"-";1201,7;1607,88
14401228;"OÜ Kuressaare Jahisadam";"Saare maakond";"VEONDUS JA LAONDUS";"Laondus ja veondust abistavad tegevusalad";52;"-";"-";"-";"-";1201,51;1607,62
14048022;"Lankiv Cosmetic OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1201,22;1607,24
80073935;"Võimlemisklubi Rüht";"Pärnu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1200,96;1606,88
12672035;"Sinilinnu Lastehoid OÜ";"Rapla maakond";"HALDUS- JA ABITEGEVUSED";"Büroohaldus, büroode ja muu äritegevuse abitegevused";82;"-";"-";"-";"-";1200,4;1606,13
12792259;"VERTEKS OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1199,18;1604,5
14512761;"Rommex OÜ";"Lääne-Viru maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1199,12;1604,42
11235350;"Confidental OÜ";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;"-";"-";"-";"-";1198,26;1603,27
11371366;"OÜ BEST PRESS";"Harju maakond";"INFO JA SIDE";"Kirjastamine";58;"-";"-";"-";"-";1197,78;1602,62
10658114;"M.B.S. Osaühing";"Saare maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Peakontorite tegevus; juhtimisalane nõustamine";70;"-";"-";"-";"-";1197,56;1602,33
10648417;"OÜ ROLANDRE";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1197,49;1602,24
12711344;"Vipcargo OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1197,35;1602,05
12503597;"PrintFly OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1196,8;1601,32
12827928;"GELO RENT OÜ";"Pärnu maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1196,39;1600,77
12184519;"Smartmusic OÜ";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;"-";"-";"-";"-";1194,91;1598,79
14527952;"ChiroMed OÜ";"Tartu maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;"-";"-";"-";"-";1194,91;1598,79
14365627;"OÜ Renegade Tea Artisans";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1193,31;1596,65
12840455;"Noashark OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1193,28;1596,61
14749115;"RMA Kaubandus OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1192,88;1596,08
14659004;"A2 Disain OÜ";"Järva maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1192,27;1595,26
10406246;"osaühing Teie Kelner";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1191,34;1594,02
11007962;"Osaühing Ruumi Lahendused";"Tartu maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1190;1592,22
12041932;"Upstairs OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1190;1592,22
12049230;"FinLord Company Inc. Eesti filiaal";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1190;1592,22
12971134;"Tomrat Projekt OÜ";"Põlva maakond";"HALDUS- JA ABITEGEVUSED";"Büroohaldus, büroode ja muu äritegevuse abitegevused";82;"-";"-";"-";"-";1190;1592,22
14337525;"Sõbra Pesa OÜ";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1190;1592,22
14340805;"Mandarin Plus OÜ";"Harju maakond";"HARIDUS";"Haridus";85;"-";"-";"-";"-";1190;1592,22
14659317;"Bepepood OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1190;1592,22
80288788;"Mittetulundusühing Ellit";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Sotsiaalhoolekanne majutuseta";88;"-";"-";"-";"-";1190;1592,22
11362580;"MEISTREN OÜ";"Pärnu maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1189,6;1591,68
11007979;"SILMAARST VILJAR VIHMANN OÜ";"Valga maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;"-";"-";"-";"-";1189,25;1591,21
90004639;"sihtasutus Kihnu Kultuuriruum";"Pärnu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;"-";"-";"-";"-";1188,61;1590,36
12399378;"Kamiserv OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1187,92;1589,44
12935977;"Multitrade Invest OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1187,54;1588,93
10913888;"Mardi Lilled OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1187,44;1588,8
14373897;"Empaty House OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1187,16;1588,42
11684906;"Melu OÜ";"Pärnu maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1186,87;1588,03
11910107;"Kvalita OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Peakontorite tegevus; juhtimisalane nõustamine";70;"-";"-";"-";"-";1185,74;1586,52
11901611;"Moss Fashion OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;2;0;2;0;1185,35;1586,01
11671134;"MOTO Tehnika OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1185,03;1585,57
14483491;"Raudemaa OÜ";"Pärnu maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1185,02;1585,56
12502959;"CityOptika OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1184,77;1585,22
10993692;"OÜ ECCE REVALIA";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;"-";"-";"-";"-";1184,39;1584,71
14540094;"MRZOOG OÜ";"Harju maakond";"VEONDUS JA LAONDUS";"Posti- ja kullerteenus";53;"-";"-";"-";"-";1183;1582,86
10159960;"Osaühing HERMITON";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1182,64;1582,38
10554633;"OÜ ARTTON GRUPP";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1182,22;1581,82
10946451;"OÜ VALLENTEC";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1181,69;1581,1
14737081;"Neps OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Peakontorite tegevus; juhtimisalane nõustamine";70;"-";"-";"-";"-";1180,93;1580,08
14082390;"OÜ Gastro G";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1180,87;1580
12112023;"Pesuparadiis OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1180;1578,84
12832361;"OÜ Golden Hair";"Lääne-Viru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1180;1578,84
12916477;"Trans OÜ";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1180;1578,84
14056518;"Picapica OÜ";"Hiiu maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1180;1578,84
10614536;"OÜ Eesti Koolitehnika";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1179,98;1578,82
14432944;"UQ BBQ OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1179,98;1578,82
14303129;"Tok OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1179,98;1578,81
11088854;"Osaühing DENTIMA";"Ida-Viru maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;2;2;0;0;1179,84;1578,63
80213537;"MTÜ VORTEX EESTI SPORDIKESKUS";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1177,38;1575,34
12247355;"G&R Grupp OÜ";"Lääne-Viru maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1177,27;1575,18
12583857;"Decoris OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1176,2;1573,75
12242122;"Koostööpartner OÜ";"Rapla maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1176,13;1573,66
10838783;"osaühing Linnaexpress";"Pärnu maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1174,91;1572,03
10029625;"Osaühing Kivistorn";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1173,92;1570,7
12373864;"Aulik Consult OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1173,02;1569,5
14871804;"PortHotel OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;"-";"-";"-";"-";1171,73;1567,77
14409684;"FastFix Ehitus OÜ";"Tartu maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1170,23;1565,77
12788140;"Kuuseoks OÜ";"Lääne-Viru maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Metsamajandus ja metsavarumine";2;"-";"-";"-";"-";1169,97;1565,42
14163243;"TEFI OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1169,92;1565,36
10398937;"OÜ TAIKURI";"Rapla maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1169,9;1565,32
10981565;"OÜ SERENE LILLED";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1169;1564,12
10234443;"Osaühing TECO KM";"Lääne maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1168,22;1563,08
11651999;"OÜ KINO maastikuarhitektid";"Tartu maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;2;2;0;0;1167,87;1562,61
14717612;"AAA-Elektriekspert OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1166,66;1561
14535182;"Cafe Ere-Rose OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1165,86;1559,92
11187237;"osaühing Sakadak";"Saare maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;4;1;3;0;1165,74;1559,77
14695661;"OÜ Ühetähejutud";"Harju maakond";"INFO JA SIDE";"Kirjastamine";58;"-";"-";"-";"-";1165,74;1559,76
12917962;"Puuvara OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1165,68;1559,68
11693472;"OÜ Küülik";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Büroohaldus, büroode ja muu äritegevuse abitegevused";82;"-";"-";"-";"-";1165,44;1559,36
11203918;"NITAI OÜ";"Tartu maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1163,39;1556,61
11247519;"Osaühing Ants Lipu";"Rapla maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1162,58;1555,53
12150147;"Rafval Osaühing";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1162;1554,76
11190558;"Osaühing RICHTOURS";"Ida-Viru maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;"-";"-";"-";"-";1161,93;1554,66
12273223;"Medical Management OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1161,74;1554,41
12230047;"Kadiar OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1160,83;1553,19
12341870;"Lukuproff OÜ";"Viljandi maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1160,27;1552,44
14415963;"Elektrivoimsus OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1160,14;1552,27
12418928;"Trident OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1159,74;1551,74
10392679;"Osaühing TRANKMANN";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1159,56;1551,49
12981581;"Pearl Luxury OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1158,88;1550,59
12284528;"OÜ Teas.CO";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1158,39;1549,93
14900842;"Spaavaade OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1158,08;1549,52
11710839;"Guitarium OÜ";"Harju maakond";"HARIDUS";"Haridus";85;"-";"-";"-";"-";1156,72;1547,7
10718862;"osaühing TODI";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1156,54;1547,46
12783616;"Tineke Venture OÜ";"Lääne-Viru maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1155,78;1546,44
14481233;"TINBET OÜ";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;"-";"-";"-";"-";1155,78;1546,44
80350777;"Huvikeskus FDS";"Harju maakond";"HARIDUS";"Haridus";85;"-";"-";"-";"-";1154,76;1545,07
10080804;"Aker Teenused OÜ";"Tartu maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1154,75;1545,06
10180026;"osaühing Tulisilm";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;2;1;1;0;1154,49;1544,71
12845108;"Alla Äri OÜ";"Jõgeva maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1154;1544,05
80313807;"Judoklubi Samurai";"Pärnu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1152,93;1542,62
